1	-13.125013	6.5361705	18.918982	-5.7508726	-4.3478703	-0.11492168	4.0078936	0.7230489	-3.6774938
1	-21.89737	-1.7908629	-0.59855044	-9.519346	-1.3024458	0.6512229	-12.152967	-4.6399627	0.35434186
1	-8.868123	-2.135628	19.924547	-6.0764837	-5.5018754	0.9576807	-10.951078	-11.180922	0.1388637
1	-7.9343843	-4.0892963	-0.81881696	-2.5905263	-7.129933	4.6399627	-7.9391727	2.5570073	1.8435353
1	-10.510546	-8.197746	6.5984197	-3.3997664	-6.7947445	20.489578	-12.382812	1.1827357	4.6399627
1	9.490616	2.9113493	0.2825158	-3.5769374	-9.045294	0.033518825	-4.0797195	2.5809495	-8.24563
1	1.910573	3.4045548	11.056423	-8.738836	-9.045294	-11.81778	-7.795521	-4.050989	2.1260512
1	-0.37349546	0.6751649	7.16824	-1.5035586	-4.453215	-5.080496	-1.685518	5.415684	11.506534
1	14.872781	-1.2737153	2.2649148	0.92416185	-10.228029	-20.657173	-25.096022	6.919243	-7.5465236
1	-68.31136	-6.991069	11.9853735	-1.4652514	-5.329493	-3.3854012	-11.942278	5.971139	0.46926352
1	-1.4556746	-20.676327	5.8083334	-20.082563	-0.8858546	0.2633622	0.5793968	-3.7828386	2.72939
1	-4.817134	-2.705448	-3.3566709	-15.365987	-8.480263	6.3542113	-12.62702	-14.805743	3.2513258
1	-10.97502	0.34476504	1.685518	-10.563218	-0.23463176	3.4859576	-6.5505357	-6.5265937	-2.0207062
1	-7.302315	-29.697678	-16.409859	-3.7828386	-9.370906	-1.3790601	-2.8203697	-1.3072342	13.618219
1	-3.9935284	-1.757344	-2.207454	-11.640609	-15.1936035	2.1404164	-5.770026	0.0047884034	0.40222588
1	-3.0071173	-1.70946	-16.510414	7.067683	-1.4317327	9.974244	-4.2185836	-1.4269443	-7.61835
1	-12.325351	19.115307	7.800309	-5.0278234	-24.621971	0.8810662	-17.76019	0.02873042	2.078167
1	-6.2392898	0.79008657	2.882619	2.2936451	-5.755661	1.2689269	-3.0262709	8.7053175	8.848969
1	-9.184157	2.3798366	0.30166942	-8.202535	6.6654577	-4.8362875	-4.7788267	-1.3455414	-5.6551046
1	-5.923255	5.9424086	1.0007763	-7.398083	-10.5680065	-5.9041014	-0.34476504	-9.131485	0.019153614
1	-21.394587	7.0964136	-6.679823	-10.1226845	-11.429919	19.10573	-4.8123455	-46.926353	4.477157
1	-9.150639	-3.6631286	-2.3463178	-6.2392898	2.815581	-2.3654714	-8.585608	1.0342951	-2.1452048
1	-2.3080103	10.611102	1.7046716	-14.250289	-8.1642275	-5.81791	-10.630256	-1.5897499	-4.865018
1	-2.4372973	2.0973208	1.5370775	-3.2704794	-3.821146	3.5003228	-3.5242648	4.88896	-1.1827357
1	-12.023681	2.5953147	3.9025488	-6.105214	2.72939	0.866701	-14.5088625	-1.7286136	-0.78529817
1	-1.460463	2.8491	0.78050977	-4.050989	1.2066777	0.062249243	-28.419174	-4.903325	-3.8546648
1	-7.762002	-7.7572136	6.8809357	-5.7843914	-11.032481	9.835381	-9.217676	23.597252	16.893488
1	-4.1036615	-16.725893	5.7365074	-12.5982895	-1.6998832	0.37828386	-8.556877	-8.379706	-1.2641385
1	10.860099	-1.5514427	-2.2984335	-3.7301662	2.9640217	13.9198885	-5.8322754	0.92895025	-2.0207062
1	-26.57564	-3.0550013	-5.118803	16.654066	-1.2689269	1.1683705	0.4213795	-16.141708	0.8619126
1	33.55234	-21.806389	-4.793192	-33.80134	4.6782703	7.07726	3.8594532	-9.021352	0.51714754
1	-30.765491	-13.306973	3.2034419	-2.111686	-12.98615	1.4700398	-8.049306	-7.1155677	6.579266
