1	-0.8714894	6.1243677	9.964667	1.1348516	-2.0254946	8.552089	9.816227	0.35434186	7.5465236	0.20111294	-5.626374	6.7468605	0.5506664	-9.801862	0.16759412
1	1.9057846	-3.8355112	6.1195793	-3.9025488	-5.5737014	8.379706	5.410896	-9.179369	-1.8387469	2.6384103	-7.9104424	6.646304	-4.7644615	-12.157756	-1.0151415
1	-0.61291564	-8.772355	5.865794	0.07182605	-9.485827	4.367024	0.63206923	-9.5385	4.3526587	0.6512229	-9.500193	4.4580035	0.63206923	-9.519346	8.887277
1	-0.08140286	-6.603208	8.485051	-2.3942018	-1.8195933	9.615114	-1.8291701	-2.2122424	9.509769	-6.1866174	-2.1021092	11.841722	4.223372	2.6767175	0.47884035
1	-2.5234885	-4.074931	6.6415157	-2.9879637	-2.8778305	9.045294	-2.8299465	-3.1603463	9.131485	-2.6862943	-3.0023289	9.217676	-2.566584	-3.0933087	6.5936313
1	-2.6048915	-0.24899697	9.504981	-2.2936451	-1.7717092	9.485827	-1.8866309	-3.3375173	9.222465	-1.9871874	-3.6631286	9.246407	-1.5227122	-4.534618	9.466674
1	6.5840545	-2.60968	7.8146744	5.8083334	-4.012682	8.1163435	-1.4317327	-1.685518	9.773131	-1.2497733	-4.654328	3.4093432	7.493851	-1.8914193	9.308656
1	7.311892	3.0214825	5.8466406	7.345411	2.743755	2.0159178	0.8762778	-4.5394063	9.246407	0.48362875	-4.687847	8.604761	0.009576807	-5.6790466	8.51857
1	0.93852705	-4.7548847	9.064447	0.5602432	-5.1762643	9.093178	0.62728083	-5.410896	8.647857	0.48841715	-5.391742	8.719683	0.48841715	-5.2768207	8.279149
1	0.82360536	-5.7987566	7.848193	-0.110133275	4.7884035	8.508993	1.0486604	-5.080496	9.667787	1.0534488	-3.0023289	9.720459	1.1109096	-3.0933087	9.739613
1	1.0295067	-3.074155	9.169792	0.5602432	-3.064578	9.255983	0.090979666	-4.3047748	9.14585	0.07182605	-6.967127	11.463438	0.0	-5.434838	8.504205
1	-0.272939	-4.4819455	8.360553	-0.16280572	-5.650316	8.614338	0.009576807	-5.482722	8.590396	-0.05267244	-5.5401826	8.5473	-0.04309563	-5.583278	8.504205
1	-0.30645782	-5.7987566	9.083601	-0.0047884034	-6.114791	9.155427	0.15322891	-5.6407394	8.619126	7.953538	-1.163582	6.349423	7.8865004	-1.1779473	6.5361705
1	8.09719	-0.8475474	1.7238252	0.47884035	-5.8083334	5.841852	0.41180268	-8.619126	5.683835	0.31124622	-8.700529	5.9807158	2.3223755	-9.126697	-1.1109096
1	1.70946	8.0924015	0.1340753	6.5744777	5.741296	-1.5562311	3.7972038	6.253655	-5.8466406	3.8402996	5.650316	-4.280833	5.0038815	7.4746976	-0.90021986
1	-2.006341	-3.7588966	7.2831616	-0.50278234	-8.259995	6.191406	0.2777274	-8.767567	5.861006	8.293514	2.719813	6.220136	9.495404	-1.958457	4.2425256
1	8.456321	-2.8778305	6.1770406	7.8769236	-0.8283938	6.363788	7.503428	-1.412579	6.909666	8.930372	-1.9009962	3.9121256	9.299079	0.6607997	-6.6367273
