1	1.4748282	-0.9720459	7.9870567	-0.46447513	4.1036615	9.586384	-0.33997664	-0.7661445	9.830592	2.1978772	1.7621324	9.370906	3.2225955	-0.17238252	9.040505	0.9816227	-7.2687964	7.302315	3.0550013	-8.317456	4.6160207	0.79966336	-8.829816	6.9479733	3.6248214	-5.813122	8.015787	2.8634653	-3.6104562	9.11712	2.8778305	-3.3039982	9.14585	2.5378537	-3.2848446	9.519346	1.6950948	-3.643975	9.299079	3.4237084	0.18674773	7.144298	3.892972	-7.5321584	5.779603	3.2130187	-7.5082164	5.8083334	2.327164	-6.3925185	7.680599	1.685518	-8.389283	6.229713	1.6807296	-6.3206925	7.369353	3.2082303	-10.117896	1.8243817
1	10.031705	-1.7046716	1.9297266	10.04607	-1.6089035	1.8148049	10.0508585	-1.7477672	1.8100165	10.055647	-1.7286136	1.9009962	9.9790325	-1.6759412	1.9680338	10.041282	-1.70946	1.7956513	10.007763	-1.7477672	2.0111294	9.744401	-1.7717092	2.030283	10.113108	-1.7046716	1.7764976	10.041282	-1.8387469	1.9057846	9.998186	-1.7669208	1.8962077	10.031705	-1.7669208	1.8770541	10.065224	-1.6376339	1.9967642	9.916783	-1.6376339	1.8866309	10.089166	-1.6759412	1.9057846	10.055647	-1.7046716	1.9871874	10.0029745	-1.6663644	1.910573	9.911995	-1.6328455	1.8722657	10.079589	-1.685518	1.8914193	9.974244	-1.6519991	1.7764976
1	9.959879	-1.70946	1.910573	9.916783	-1.6950948	2.0207062	10.0269165	-1.6903064	1.8962077	9.811439	-1.6903064	2.0207062	9.907207	-1.7717092	1.9536686	9.921572	-1.6424223	1.8866309	10.065224	-1.8195933	2.087744	10.0748005	-1.7669208	1.9440918	10.012551	-1.5753847	1.70946	10.01734	-1.484405	1.7908629	9.935937	-1.8291701	1.8674773	10.0748005	-1.7429788	1.9297266	10.012551	-1.7812861	1.7860745	10.041282	-1.8291701	1.7764976	10.0029745	-1.6280571	1.9488802	10.060435	-1.7429788	2.0015526	10.13705	-1.757344	1.8483237	10.060435	-1.6280571	1.8531121	9.974244	-1.6136919	1.7764976	10.079589	-1.7238252	1.9967642
1	6.2009826	6.751649	3.9217024	7.029376	0.62249243	7.575254	6.244078	0.60333884	7.8865004	6.6079965	0.60333884	7.824251	6.8905125	0.82360536	7.422025	6.9048777	-2.4229321	7.1347213	-4.5202527	-6.861782	2.1260512	-5.616797	-5.2241483	6.4739213	-5.7125654	-5.3342814	6.2392898	-7.264008	-5.5018754	6.766014	-0.5363012	-5.530606	8.571242	-0.9576807	-5.410896	8.719683	-0.7757214	-6.5984197	7.73806	0.33039984	-7.9248075	7.1634517	-0.842759	-7.503428	7.1347213	-0.009576807	-3.4763808	9.543288	0.16280572	-7.7667904	9.969456	8.312668	1.067814	5.2480903	8.317456	0.59855044	5.631162	8.37013	0.2777274	5.6215854
1	8.422802	-3.0023289	5.932832	8.456321	-3.8402996	5.233725	7.551312	-2.8778305	6.0285997	7.565677	-0.81402856	6.1770406	8.001422	-0.8810662	6.4787097	7.8769236	-0.93852705	6.3589997	7.872135	-0.8283938	6.6367273	7.8050976	-1.7429788	6.363788	7.5944076	-1.5275006	6.631939	7.503428	-1.2114661	6.823475	7.656657	-1.412579	6.694188	7.517793	-1.1683705	6.909666	7.067683	-6.0956373	-0.24420857	8.930372	-1.7908629	4.7788267	9.030929	-1.9009962	4.414908	9.279925	0.6560113	3.9121256	9.251195	0.92895025	3.715801	9.299079	0.60812724	3.9504328	9.160215	0.6607997	3.8738184	6.3302693	-13.852851	-6.6367273
1	9.193734	0.59855044	3.9121256	9.308656	0.5410896	3.892972	9.461885	-0.7565677	4.1371803	8.039729	-6.9767036	0.1340753	8.178593	-6.670246	0.4213795	8.259995	-6.3925185	1.1827357	7.8529816	-6.646304	-0.60812724	7.6231384	-5.631162	5.032612	9.797073	-1.9919758	2.743755	9.964667	-1.5035586	3.7493198	9.730036	-1.5035586	2.3319526	9.993398	-1.3120226	2.5905263	9.3182335	-2.9879637	2.9257145	9.150639	-2.9017725	4.0653543	8.456321	-1.7525556	5.7987566	6.14831	-5.4922986	6.5936313	8.7532015	-3.940856	3.8163576	8.293514	-5.1571107	4.4436383	8.920795	-3.4380736	3.7924154	8.485051	-3.7301662	4.687847
1	-2.882619	-5.45878	7.9391727	-2.944868	-5.482722	7.943961	-2.705448	-5.401319	7.9870567	-2.825158	-5.33907	8.0445175	-2.882619	-5.386954	7.9631147	-2.954445	-5.329493	8.034941	-2.7341783	-5.3725886	7.9343843	-2.5761611	-5.482722	7.9726915	-2.8299465	-5.722142	8.00621	-2.4133554	-6.6893997	7.1059904	-1.7046716	-5.813122	8.303091	-0.19153613	-5.9902925	9.212888	1.0103531	-5.78918	8.1163435	1.7956513	-6.042965	8.465898	1.9057846	-6.373365	7.52737	-1.0151415	-6.5265937	8.0445175	-0.22984336	-7.872135	5.875371	-1.5753847	-4.4963107	10.132261	-6.3350577	-4.189853	6.943185	-6.612785	-4.7165775	5.6359506
1	10.065224	-1.7669208	1.8291701	10.007763	-1.8435353	1.6807296	10.0748005	-1.910573	1.6232687	10.0987425	-1.8531121	1.7860745	10.0269165	-1.7621324	1.7621324	10.007763	-1.8579005	1.8291701	9.9790325	-1.9393034	1.661576	9.921572	-1.757344	1.6376339	10.25676	-1.8866309	1.6328455	10.108319	-1.8195933	1.7238252	10.070012	-1.8483237	1.5610195	9.902418	-1.9057846	1.661576	9.9550905	-1.8483237	1.7669208	10.0029745	-1.7812861	1.6950948	10.0748005	-1.8004397	1.6807296	9.940725	-1.7956513	1.6711528	10.1226845	-1.7764976	1.5370775	10.0269165	-1.8243817	1.7190368	10.103531	-1.8674773	1.7238252	10.012551	-1.8626889	1.6663644
1	-1.0534488	-7.9104424	6.3302693	-1.2689269	-7.872135	6.4068837	2.633622	-5.33907	7.086837	2.8203697	-4.7644615	8.978256	7.043741	-4.6016555	7.513005	6.9383965	-5.8466406	5.2528787	6.933608	-5.81791	4.4675803	7.967903	-5.837064	3.4284968	8.015787	-5.813122	3.3327289	8.09719	-5.741296	3.2800562	2.255338	-10.85531	3.4332852	-0.24899697	-10.366894	2.3175871	-3.8067808	4.2760444	-4.9176903	6.090849	0.770933	5.00867	9.437943	-2.9592333	2.8921957	9.639056	-2.432509	2.7485435	8.48984	3.514688	3.4763808	4.5058875	1.9871874	8.350976	-0.5554548	3.4763808	8.963891	-1.6089035	4.43885	8.1881695
1	9.988609	-1.8195933	1.6328455	10.012551	-1.8243817	1.6950948	9.945514	-1.7381904	1.6807296	9.993398	-1.8531121	1.541866	9.983821	-1.8148049	1.6328455	9.983821	-1.5993267	1.3742718	9.9550905	-1.8914193	1.7190368	10.060435	-1.5945383	1.541866	10.079589	-1.7908629	1.7286136	10.079589	-1.8531121	1.757344	10.0748005	-1.8100165	1.8004397	9.873688	-1.958457	1.7717092	10.1226845	-1.8483237	1.5610195	9.9550905	-1.7812861	1.5993267	10.093954	-1.8722657	1.7381904	10.036493	-1.8818425	1.7669208	9.892841	-1.9057846	1.7046716	9.959879	-1.8531121	1.8100165	9.92636	-1.8866309	1.8100165	10.070012	-1.8243817	1.661576
1	8.451532	-1.0103531	5.741296	8.451532	-0.5793968	6.0381765	8.212111	-0.9576807	6.0285997	8.010999	-1.5275006	6.1530986	8.2169	-1.4221559	6.205771	8.09719	-1.460463	6.133945	8.307879	-1.4987702	5.9041014	8.887277	-4.9416323	2.6384103	8.7532015	-4.7309427	3.0693667	8.614338	-4.525041	3.9839516	8.561666	-5.645528	2.2266076	8.796297	-4.975151	2.777274	8.916007	-4.5872903	2.6144683	8.954314	-4.5058875	2.2505496	8.872911	-5.12838	2.3558946	8.748413	-4.1132383	3.9312792	9.212888	-2.8491	3.2082303	9.155427	-3.6774938	3.2130187	9.035717	-4.0318356	2.8874073	9.093178	-4.060566	3.0597897
1	-3.6966474	-3.0933087	8.571242	-3.6727054	-3.1555579	8.504205	-3.4811692	-3.442862	8.576031	-3.6727054	-4.3526587	7.8050976	-10.242394	-2.858677	-2.8299465	-0.16280572	-4.6686935	9.361329	-1.3934253	-6.5936313	8.825027	0.6751649	-7.225701	9.255983	-3.7924154	-0.48362875	8.571242	-4.31914	-4.8698063	7.0581064	-2.2122424	-3.5577838	9.270349	-2.2122424	-3.5769374	9.045294	-2.2744915	-3.7588966	9.011775	-2.4612393	-4.735731	8.494628	-2.1930888	-9.706094	3.1316159	-2.0494366	-8.049306	6.0860605	7.541735	-3.8259344	5.90889	1.6567876	-9.093178	8.628703	-1.3838485	-4.510676	8.973468	-6.3925185	-1.532289	7.0245876
