1	5.142745	0.91458505	8.374918	-2.0254946	1.0055647	7.9008656	-1.1252748	0.20111294	16.376339	-1.0630256	-0.49799395	0.16759412
1	-10.414778	3.4380736	11.405977	-5.5737014	-2.3798366	3.5769374	-8.920795	2.6384103	4.060566	5.731719	1.7908629	-1.0151415
1	-6.7085533	0.50757074	5.6790466	-9.485827	0.4357447	4.1706996	-9.519346	0.6512229	4.3382936	-9.615114	0.44532153	8.887277
1	-6.670246	0.17717093	7.642292	-6.8522053	0.01436521	7.680599	-6.895301	0.12449849	9.050082	-5.4061074	-0.05746084	8.149862
1	-6.483498	-0.24420857	9.356541	-1.8195933	-1.9728222	9.337387	-2.255338	-6.1866174	-0.50757074	4.6926355	7.848193	0.47884035
1	-4.261679	1.9632454	3.6008794	-2.8778305	-2.8060043	8.887277	-3.1842883	-2.6862943	9.045294	-3.3279405	-2.60968	6.5936313
1	-0.32561144	-2.6910827	9.485827	-1.7717092	-1.5562311	9.346964	-3.6008794	-1.9871874	9.107543	-3.8738184	-0.32561144	9.466674
1	-3.6487634	-1.9009962	9.701305	-0.18195933	-2.0733786	9.634268	-1.1683705	-2.006341	9.524135	-1.5227122	-1.7429788	9.667787
1	-1.685518	5.8226986	8.566454	-4.012682	-2.3415294	9.797073	-1.7286136	-1.2497733	3.4763808	-4.6255975	6.14831	9.308656
1	-4.223372	0.6799533	8.772355	-5.1762643	0.7517793	8.619126	-5.3965306	0.48841715	8.643068	-5.2624555	0.35434186	8.279149
1	-6.8569937	-0.2681506	8.465898	4.7884035	1.0199299	9.289502	-3.1651347	1.0534488	9.715671	-3.016694	1.1779473	9.739613
1	-3.2513258	0.62728083	9.064447	-3.064578	0.15322891	9.23683	-4.1515455	0.07182605	-0.023942016	-6.9958572	-0.038307227	8.504205
1	-5.923255	-0.11492168	8.403648	-5.650316	-0.1388637	8.528147	-5.544971	-0.05267244	8.504205	-5.583278	-0.08140286	8.504205
1	-5.535394	-0.090979666	8.599973	-5.779603	-0.15322891	8.51857	-5.7843914	-0.1388637	8.513782	-5.674258	-0.20590134	8.513782
1	-3.6487634	8.106767	5.889736	-0.11971009	8.250419	5.650316	0.30645782	8.389283	5.3486466	-0.22984336	8.226477	5.90889
1	-0.6847417	-0.58418524	7.8625584	-5.8083334	0.2825158	5.7365074	-8.825027	0.31124622	5.3247046	-8.743625	4.146757	-1.1109096
1	9.088389	0.36391866	8.939949	5.741296	4.0222588	-5.626374	6.2584434	3.8402996	-6.7085533	7.479486	5.5258174	-0.90021986
1	-3.8402996	7.565677	6.4787097	-0.8283938	7.5944076	6.823475	-1.1683705	8.930372	4.414908	0.92895025	9.160215	-6.6367273
1	0.1340753	9.279925	3.892972	1.2785037	9.169792	3.9983168	-2.4612393	9.284714	3.5625722	-2.2361844	8.7532015	4.817134
1	-6.205771	8.542512	2.0350714	-0.7278373	7.311892	0.1340753	-3.5290532	-1.757344	8.6334915	-4.960786	-3.5051112	7.943961
1	-10.79785	-0.17717093	8.0684595	-3.8259344	-3.3135753	8.255207	-3.9983168	1.4556746	7.795521	-8.781932	-3.6966474	7.3885064
1	-5.9424086	-3.8163576	7.632715	-6.066907	-3.715801	7.4746976	-5.875371	2.542642	3.4093432	-10.031705	-1.2114661	2.6431987
1	-9.739613	1.1013328	6.0238113	-9.44752	1.3503298	5.0278234	-10.34774	-3.7062242	7.455544	-4.9176903	-3.9743748	9.361329
1	-9.270349	3.8642416	-3.9360676	-9.9790325	2.6192567	-5.2480903	-9.375694	2.5713725	-4.4484267	-9.299079	2.3127987	-4.3478703
1	-8.695741	2.4468741	-5.0900726	-9.011775	2.6192567	-4.55856	-9.782708	2.5139117	-4.261679	-9.294291	1.5897499	-4.7979803
1	-8.834604	2.3702598	-4.453215	-9.078813	1.6519991	-5.8083334	-9.011775	1.8531121	-3.9217024	-9.294291	1.6424223	-4.486734
1	-9.461885	1.9057846	-4.55856	-9.193734	1.8291701	-2.9879637	-9.423578	1.9393034	-4.5441947	-8.662222	1.9871874	-4.7548847
1	-9.251195	2.0398598	-4.3382936	-9.409213	2.1499932	-4.572925	-9.308656	1.910573	-4.285621	-9.442732	2.2744915	-4.4436383
1	-9.56723	2.0638018	-4.0557775	-9.385271	2.0254946	-3.4763808	-9.706094	1.9728222	-3.347094	-9.667787	2.0733786	-3.394978
1	-9.32781	-1.5131354	7.603985	-7.1347213	1.0534488	2.7724855	-7.714118	5.046977	3.4476504	-7.752425	5.315128	6.2632318
1	-7.422025	4.4005427	5.1571107	-7.7667904	4.429273	5.923255	-8.90643	3.8402996	4.6926355	-16.673222	-2.906561	-0.7086837
1	-8.073248	-1.9871874	8.599973	-10.280702	1.340753	2.7868507	-7.9008656	5.0038815	2.873042	-8.599973	6.8091097	5.0517654
1	-1.2449849	9.744401	6.789956	-7.819463	5.765238	5.875371	-6.5505357	5.3438582	4.4244847	-9.294291	5.559336	4.697424
1	-6.2392898	-5.841852	1.8052281	-5.386954	3.596091	1.2497733	-9.92636	3.4380736	1.8100165	-9.983821	3.2321723	1.541866
1	-9.68694	3.4620156	2.8203697	-9.68694	3.5194764	2.8060043	-9.557653	3.1747115	3.0214825	-9.552865	3.2034419	3.0358477
2	-2.753332	-3.0454245	9.643845	2.087744	-9.102755	-3.3854012	-0.8283938	-9.3182335	-3.5625722	-1.4269443	-8.959103	-3.2944214
1	-2.6240451	-0.4309563	9.811439	-2.6910827	-0.4165911	9.734824	-2.657564	-0.49320555	6.8569937	-1.8052281	-0.22505496	9.773131
1	-8.628703	-2.5474305	7.4842744	-7.4603324	-5.3247046	0.58418524	-5.6886234	3.8355112	6.9383965	-8.303091	8.0684595	1.3311762
1	-8.394072	-3.821146	-0.842759	-5.1523223	-2.566584	8.312668	-4.9799395	-3.2752678	7.8529816	-4.8841715	-4.012682	7.7811556
1	-3.4476504	-1.6519991	9.500193	-3.7732618	0.11492168	-3.9360676	-3.5003228	-8.298303	-3.8594532	-5.602432	-2.60968	9.212888
1	-2.6001031	-4.8123455	8.106767	-7.16824	-5.841852	1.7956513	0.25857377	5.9280434	4.630386	-5.4444146	5.023035	8.101978
1	1.8914193	4.721366	1.4508862	-3.3854012	8.178593	5.961562	-5.6407394	4.7979803	9.002198	-1.6807296	2.3175871	8.145074
1	-4.4005427	1.733402	9.653421	-7.043741	-5.00867	2.0207062	-5.9759274	-2.5761611	8.51857	-6.469133	-1.5466543	7.0820484
1	4.5633483	3.3806129	9.682152	-5.755661	-1.4748282	8.154651	-3.0597897	-1.1109096	-1.2880806	-8.418014	-2.6479871	3.371036
1	-8.781932	-2.1787236	-5.645528	3.3806129	-9.490616	4.0222588	-8.408437	6.8043213	0.16759412	-3.8833952	2.3080103	-4.5872903
1	-19.16319	11.180922	1.9871874	-3.9695864	-8.259995	0.81402856	-3.1651347	-8.724471	-3.5290532	-4.5777135	-3.3087866	5.056554
1	-5.717354	2.4037786	3.7732618	-11.238382	-7.785944	-7.3310456	1.5370775	-1.5993267	-1.8483237	-1.9153614	1.043872	3.2273839
1	-9.725247	3.0310593	3.7541082	-9.65821	-0.31603462	4.7165775	-1.7717092	9.41879	0.08140286	1.6232687	9.533711	0.5554548
1	3.3087866	0.9528923	6.895301	-8.078036	-3.9839516	-3.6535518	-7.1155677	1.6711528	5.5018754	26.522966	-0.45010993	5.521029
