1650974829.614967	1	-3.691859	0.9576807	7.335834	-10.726024	-7.929596	-4.807557	-8.647857	-4.19943	-1.2354081	-8.858546	-4.4580035	-1.0630256	-8.858546	-4.7405195	-0.61291564	-8.78672	-4.620809	-0.61291564	-9.557653	-3.4955344	0.60812724	-8.825027	-6.172252	-0.320823	-8.499416	-6.813898	-0.9911995	-6.4499793	-7.16824	-3.0693667	-6.8330517	-6.0860605	-1.2641385	-6.727707	-7.5082164	-0.89543146	-7.359776	-7.067683	-0.009576807	-7.5944076	-6.26802	0.60333884	-8.169016	-4.8698063	1.6759412	-7.311892	-6.1770406	2.1164744
1650974840.5844278	1	-6.459556	-7.843405	0.79008657	-6.5840545	-7.73806	0.92895025	-6.6606693	-7.6614456	0.80924016	-6.7372837	-7.536947	0.94331545	-6.7851677	-7.632715	1.1061212	-6.933608	-7.517793	1.0821792	-6.933608	-7.422025	1.2258313	-6.4260373	-8.030152	0.78050977	-6.6367273	-7.7093296	0.8571242	-6.670246	-7.541735	1.0486604	-6.670246	-7.651869	1.0486604	-6.885724	-7.5848308	1.0773908	-6.8665705	-7.489063	1.1061212	-6.8282633	-7.5082164	1.1204864	-6.991069	-7.4028716	1.1252748	-6.9527617	-7.1969705	1.1875241
1650974852.0798593	1	-7.3406224	-6.9862804	1.2497733	-7.1586633	-7.1107793	1.2401965	-7.1969705	-7.038953	1.484405	-7.177817	-6.95755	1.2449849	-7.16824	-7.101202	1.3263878	-7.1873937	-7.1107793	1.3455414	-7.225701	-7.005434	1.3359646	-7.2687964	-6.933608	1.3263878	-7.038953	-7.1634517	1.3120226	-7.1969705	-7.0006456	1.3503298	-7.0485296	-7.16824	1.2449849	-7.120356	-7.0102224	1.2449849	-7.1059904	-7.1395097	1.2976574	-7.091625	-7.053318	1.388637	-6.991069	-7.216124	1.2976574	-7.086837	-7.2352777	1.3934253
1650974863.071374	1	-7.0102224	-7.2448545	1.2976574	-7.0820484	-7.0724716	1.3263878	-7.038953	-7.1873937	1.2641385	-7.0820484	-7.2927384	1.3838485	-7.1347213	-7.0724716	1.3982137	-7.0820484	-7.177817	1.2785037	-6.909666	-7.489063	1.13964	-6.9000893	-7.417237	1.1061212	-6.9479733	-7.393295	1.1779473	-6.9479733	-7.326257	1.2114661	-6.9767036	-7.383718	1.1300632	-6.9479733	-7.2687964	1.2258313	-7.029376	-7.2783732	1.3024458	-6.871359	-7.3071036	1.1923125	-6.9958572	-7.311892	1.3120226	-6.9000893	-7.3885064	1.2114661
1650974874.5361016	1	-7.0006456	-7.4124484	1.3551182	-6.9383965	-7.369353	1.3120226	-6.9144545	-7.465121	1.1587936	-7.005434	-7.326257	1.2449849	-6.9240313	-7.3549876	1.3599066	-6.847417	-7.398083	1.3120226	-6.933608	-7.2783732	1.2785037	-6.895301	-7.4124484	1.3838485	-6.8905125	-7.264008	1.2641385	-6.8761473	-7.2831616	1.2641385	-6.9383965	-7.321469	1.4030021	-7.0102224	-7.335834	1.3503298	-6.9767036	-7.2352777	1.3503298	-7.07726	-7.1251445	1.3790601	-7.062895	-7.28795	1.3503298	-7.144298	-7.2065473	1.3934253
1650974885.4956226	1	-7.4746976	-7.2113357	0.9528923	-7.086837	-7.1826053	1.0630256	-6.895301	-7.627927	0.79487497	-6.8043213	-7.479486	0.8762778	-6.579266	-7.9152308	0.7757214	-6.6846113	-7.6949644	0.7230489	-6.679823	-7.469909	0.7086837	-6.813898	-7.728483	0.8619126	-6.751649	-7.680599	0.7182605	-5.9424086	-8.236053	0.89543146	-8.7053175	-8.916007	3.763685	-5.2768207	1.2976574	7.091625	-1.5514427	2.1787236	9.208099	-1.6328455	1.484405	8.236053	-1.6136919	-3.5769374	8.6813755	-3.371036	-4.4819455	7.809886
1650974896.9409788	1	-8.025364	-6.38773	1.5035586	-2.681506	-8.987833	-6.081272	1.7477672	-7.053318	-7.4268136	0.7182605	-8.049306	-8.365341	0.9672575	-7.2927384	-7.4268136	1.3311762	-10.055647	-3.98874	1.0247183	-9.830592	-4.050989	1.0390835	-9.399636	-4.3861775	1.0821792	-9.370906	-4.501099	1.1923125	-11.061212	-5.3725886	0.6751649	-8.1642275	5.291186	0.9720459	-9.552865	3.892972	-4.5872903	-8.580819	2.480393	-7.019799	-7.4363904	-2.5330653	-7.07726	-7.038953	-3.5003228	-7.0724716	-5.8945246	-3.6870706
1650974907.9518285	1	-6.7133417	-8.250419	-3.0214825	-5.511452	-7.5225816	3.3566709	-2.930503	-7.1490865	6.6606693	-2.5617957	-7.273585	7.0964136	-2.2840683	-6.8426285	6.742072	-2.6144683	-7.2352777	6.789956	-1.6424223	-7.8529816	5.7748146	-2.0590134	-7.1395097	6.8043213	-0.090979666	-5.7604494	5.291186	-0.7613561	-9.490616	7.16824	-1.1587936	-8.1642275	6.4882865	-4.2185836	-10.879252	4.285621	-0.32561144	-7.441179	5.57849	1.7621324	-7.2209125	2.858677	-3.4332852	-7.0820484	6.981492	-0.7613561	-9.41879	5.889736
1650974919.389089	1	-1.4508862	-8.159439	6.7468605	-1.5801731	-7.819463	6.861782	-2.5761611	-6.4547677	6.727707	-1.9153614	-8.303091	6.6415157	-3.2561142	-7.3406224	7.1107793	-2.2888567	-6.579266	5.6790466	-3.4476504	-7.0006456	6.7947445	-2.5953147	-7.28795	6.6750345	-6.157887	-6.789956	-2.5953147	-9.878476	-3.3854012	-1.412579	-8.925584	-0.11971009	-0.6464345	-10.477027	-1.7286136	0.24899697	-12.488156	-1.292869	-2.3750482	-10.175357	-3.9600096	-0.6464345	-9.346964	-3.0550013	0.05267244	-9.074024	-3.7253778	-0.37828386
1650974930.3857913	1	-9.409213	-3.5338416	0.16280572	-9.485827	-3.5051112	-0.15801731	-9.227253	-3.442862	-0.18674773	-9.227253	-3.3854012	-0.16759412	-9.222465	-3.2800562	0.023942016	-9.346964	-3.2704794	-0.16280572	-9.375694	-3.3566709	-0.12928689	-9.375694	-3.2225955	0.05746084	-9.533711	-3.2465374	0.521936	-10.290278	-2.743755	0.50757074	-8.48984	-1.8866309	2.1260512	-9.758766	-3.442862	0.4309563	-10.065224	-2.5139117	-0.05746084	-7.747637	-1.8531121	2.2649148	-9.888053	-3.0023289	-0.62249243	-10.376471	-4.1132383	-0.34476504
