1649839494.524625	1	-4.2425256	-5.913678	10.156203	-0.61291564	-6.7085533	6.7803793	0.17238252	-8.772355	5.521029	0.50757074	-8.762778	5.865794	0.56982	-8.772355	5.6790466	0.07182605	-9.064447	4.6399627	0.5650316	-9.485827	4.5920787	0.34476504	-9.461885	4.367024	0.4357447	-9.423578	4.31914	0.63206923	-9.504981	4.1706996	0.58897364	-9.5385	4.367024	0.47405192	-9.519346	4.3526587	0.4309563	-9.600749	4.381389	0.6512229	-9.552865	4.1946416	0.4213795	-9.500193	4.3382936	0.770933	-9.56723	4.4580035	0.770933	-9.615114	4.232949	0.63206923	-9.528923	4.343082	0.44532153	-9.519346	4.209007	-1.043872	-4.7500963	8.887277
1649839536.909088	1	-0.23942018	-6.8091097	8.259995	-0.46926352	-6.670246	7.6375036	0.21547815	-6.8761473	7.589619	0.17717093	-6.895301	7.704541	0.05746084	-6.8426285	7.642292	-0.019153614	-6.823475	7.723695	0.14844051	-6.8522053	7.6853876	0.08140286	-6.7468605	7.762002	0.01436521	-6.8426285	7.776367	0.062249243	-6.8809357	7.680599	-0.1436521	-6.95755	7.589619	-0.12449849	-6.895301	7.5704656	-0.14844051	-6.981492	7.441179	0.12449849	-7.2927384	7.8386164	1.1779473	-5.559336	9.050082	-0.20590134	-5.3103395	8.882488	-0.2825158	-5.4061074	8.781932	-0.19632454	-5.363012	8.604761	-0.05746084	-5.3486466	8.738836	-0.038307227	-5.7029886	8.149862
1649839578.7908738	1	-0.05267244	-6.6079965	7.8050976	-0.08140286	-6.483498	8.178593	-0.04309563	-6.603208	7.97748	-0.24420857	-5.9280434	8.485051	-2.255338	-1.3934253	9.356541	-2.3942018	-1.9153614	9.514558	-2.27928	-1.8195933	9.385271	-1.7286136	-1.508347	9.615114	-1.9728222	-1.7190368	9.375694	-1.8291701	-2.2744915	9.337387	-1.9632454	-2.2122424	9.562442	-1.7812861	-2.255338	9.509769	-1.9536686	-2.327164	9.629479	-6.1866174	-1.0869676	15.792154	0.78529817	-2.1021092	-0.50757074	-7.747637	-0.4261679	11.841722	6.4787097	4.6926355	6.4882865	4.223372	-2.873042	-0.21068975	7.848193	2.6767175	8.901642	-1.4939818	8.48984	0.47884035
1649839620.366588	1	-2.633622	-4.084508	8.90643	-2.5234885	-4.261679	8.552089	-2.8491	-4.074931	8.719683	1.9632454	-23.166296	6.6415157	3.3183637	-8.987833	3.6008794	-2.9879637	-2.6431987	9.208099	-2.944868	-2.8778305	9.040505	-2.791639	-2.8107927	9.045294	-2.8060043	-3.0310593	9.203311	-2.8299465	-2.2840683	8.887277	-2.6384103	-3.1603463	9.035717	-2.6479871	-3.1842883	9.131485	-2.7485435	-3.3279405	9.102755	-2.6862943	-3.3183637	9.107543	-2.791639	-3.0023289	9.045294	-2.6910827	-3.490746	9.217676	-2.7724855	-3.3279405	8.853758	-2.566584	-3.1507695	9.136273	-2.60968	-3.0933087	8.815451	7.374141	1.6089035	6.5936313
1649839663.0686412	1	1.0151415	-2.3942018	9.792285	-2.6479871	-3.169923	9.054871	-10.453085	-7.249643	14.848839	17.884687	5.6982	5.865794	-2.8682537	0.8858546	5.7508726	-2.1930888	-1.0247183	9.763555	-2.111686	-1.1204864	9.619903	-2.2888567	-1.3455414	9.581595	-2.327164	-0.5554548	9.442732	-2.552219	-1.6376339	9.921572	-2.3989902	-1.3072342	9.629479	-2.2697031	-1.2641385	9.548077	-2.681506	0.10055647	9.313444	-2.4947581	0.11971009	9.399636	-2.5713725	-0.110133275	9.404425	-2.528277	-0.19632454	9.524135	-2.6767175	-0.20111294	9.414001	-2.6192567	-0.20590134	9.509769	-2.6431987	-0.23463176	9.44752	-2.6431987	-0.15322891	9.552865
1649839704.4389348	1	-2.6240451	-0.090979666	9.461885	-2.6048915	-0.32561144	9.452309	-2.6527755	-0.24899697	9.572019	-2.6910827	-0.24899697	9.504981	-2.5330653	-0.39264908	9.485827	-2.2936451	-1.8531121	9.414001	-2.5570073	-1.7717092	8.916007	-2.2457612	-2.9352913	9.485827	-1.5562311	-2.0590134	9.41879	-1.8866309	-3.2561142	9.346964	-1.9201498	-3.3375173	9.275137	-1.7477672	-3.6008794	9.222465	-1.8339585	-3.371036	9.346964	-1.9871874	-3.3518825	9.227253	-2.0159178	-3.6631286	9.107543	-2.1739352	-3.4620156	9.246407	-2.3558946	-3.8738184	8.566454	-1.5227122	-3.845088	8.571242	-0.32561144	-4.534618	9.591172	-2.0111294	-2.681506	9.466674
1649839747.3459086	1	-2.006341	-3.3423057	9.32781	-1.9536686	-3.6487634	9.14585	-1.6903064	-3.6104562	9.208099	-1.9009962	-3.7253778	9.160215	-2.4420857	0.19153613	9.701305	-2.3080103	0.7326257	9.3182335	-2.1643584	-0.18195933	9.552865	-2.0590134	-0.9720459	9.595961	-2.0733786	-0.8619126	9.524135	-1.9776106	-1.0007763	9.634268	-1.9153614	-1.091756	9.500193	-1.934515	-1.1683705	9.581595	-2.0015526	-1.115698	9.504981	-2.006341	-1.1875241	9.586384	-1.9776106	-1.1731589	9.524135	-1.8052281	-1.3694834	9.840169	-1.9009962	-1.5227122	9.595961	-1.508347	-1.3215994	9.509769	-1.7429788	-1.3934253	9.739613	-1.8100165	-1.2785037	9.667787
1649839789.2268112	1	-1.8100165	-1.412579	9.677363	6.5840545	-1.685518	7.302315	4.865018	-2.60968	8.614338	5.8226986	-2.9161377	7.8146744	4.232949	-2.5187001	8.566454	5.8083334	-3.7014358	7.7332716	5.463568	-4.012682	7.8529816	5.482722	-3.6870706	8.1163435	-2.3415294	2.27928	6.220136	-1.4317327	-1.5993267	9.797073	-1.2737153	-1.685518	9.706094	-1.5897499	-1.7286136	9.773131	-1.388637	-1.5562311	9.648633	-1.2497733	-1.412579	9.677363	8.604761	-4.654328	3.4763808	8.719683	-5.023035	3.4093432	8.829816	-4.6255975	3.4715924	7.493851	-3.9743748	4.209007	6.14831	-1.8914193	7.929596	4.31914	-2.6192567	9.308656
1649839831.1091454	1	4.237737	-2.6862943	9.069236	7.311892	2.767697	6.2967505	7.3406224	3.0214825	5.6646814	8.034941	2.7341783	5.8466406	7.3549876	2.60968	6.05733	7.345411	2.7964275	5.8466406	7.4268136	2.743755	6.090849	-0.6799533	-10.376471	2.0159178	-0.545878	-8.09719	0.7278373	0.8762778	-6.435614	8.413225	0.22026655	-4.5394063	8.202535	-0.7613561	-4.4915223	9.246407	0.35913026	-6.066907	8.030152	0.48362875	-7.345411	6.823475	0.50757074	-4.687847	9.074024	0.5315128	-5.3438582	8.604761	0.10055647	-5.650316	8.513782	0.009576807	-5.827487	8.571242	-0.05746084	-5.6790466	8.585608	0.1436521	-5.693412	8.51857
1649839872.9915605	1	1.0582372	-4.027047	9.299079	0.93852705	-4.223372	9.251195	0.6943185	-4.7548847	8.987833	0.6799533	-4.7788267	9.064447	-1.2641385	-2.360683	8.772355	0.5602432	-4.999093	8.772355	0.5746084	-5.1762643	9.069236	0.31603462	-5.257667	9.093178	0.7517793	-5.568913	8.796297	0.62728083	-5.386954	8.619126	0.41180268	-5.410896	8.676587	0.49320555	-5.3965306	8.647857	0.33518824	-5.4204726	8.772355	0.48841715	-5.33907	8.700529	0.41180268	-5.391742	8.643068	0.4261679	-5.233725	8.719683	0.37349546	-5.2624555	8.872911	0.48841715	-5.2768207	8.710106	0.35434186	-5.2768207	8.863335	0.5554548	-5.094861	8.279149
