1650882097.4316964	1	6.5936313	1.6232687	4.4484267	-0.23942018	-4.4963107	8.896853	-2.8921957	-5.0038815	8.274361	-0.07182605	5.8322754	4.280833
1650882107.436982	1	-1.0342951	7.2927384	6.6079965	2.078167	-0.272939	9.883265	2.1787236	-1.3359646	9.572019	1.8674773	-0.4309563	9.801862
1650882117.4146595	1	0.81402856	2.7006595	8.690952	1.436521	1.9680338	9.299079	1.541866	1.6807296	9.682152	0.94331545	1.2497733	9.3421755
1650882127.3373804	1	1.0486604	0.7469909	9.390059	1.7190368	0.6368576	9.634268	1.4269443	-0.2873042	9.399636	1.8866309	-0.6607997	10.280702
1650882137.348986	1	0.9720459	-0.78529817	10.089166	1.9488802	0.44532153	9.246407	-0.23942018	-1.5753847	10.271125	0.6368576	-1.1971009	9.514558
1650883088.456215	1	3.9121256	-7.192182	-6.493075	4.0318356	-7.4746976	-6.411672	2.1691468	-8.298303	-6.315904	3.083732	-7.9104424	-6.167464
1650883098.4490075	1	2.8682537	-7.5800424	-6.603208	2.7389667	-7.7093296	-6.5840545	2.0254946	-8.37013	-6.2488666	1.2018893	-8.647857	-6.3350577
1650883108.3826604	1	-1.2066777	-8.7771435	6.3302693	0.25378537	-11.401189	-5.985504	-0.36391866	-8.676587	-6.205771	1.0486604	-10.117896	2.2409728
1650883118.3657987	1	4.8123455	-3.0358477	8.001422	1.3311762	-9.80665	-4.6112323	0.6943185	-10.01734	-4.3861775	-0.30645782	-7.4986396	-7.0341644
1650883128.3530445	1	-0.6751649	-8.853758	-5.755661	-0.94331545	-10.036493	-2.9161377	-0.8331822	-9.921572	-3.572149	-0.8331822	-9.787497	-3.8594532
1650883138.3162622	1	-1.2689269	-9.725247	-3.9217024	-1.2114661	-9.562442	-4.237737	-1.0247183	-9.428367	-4.620809	-0.8523358	-9.552865	-4.4675803
1650883148.820055	1	-0.44532153	-8.331821	-6.4643445	-0.33039984	-8.063671	-6.895301	-0.4165911	-8.073248	-6.8426285	-0.50278234	-7.991845	-7.1107793
1650883158.7696335	1	-0.5410896	-8.010999	-6.885724	-0.30645782	-7.8050976	-6.895301	-0.545878	-8.049306	-6.8761473	-0.60333884	-7.9248075	-6.9240313
