1650882081.5194852	1	-1.3599066	-3.1411927	9.935937	-0.78529817	-0.31603462	9.859323	-0.6655881	0.31124622	9.653421	1.1971009	6.090849	7.015011
1650882091.509193	1	1.1061212	6.1387334	7.4124484	1.0199299	5.7604494	7.704541	-0.7278373	-9.653421	4.247314	2.920926	-9.868899	1.7717092
1650882101.456287	1	-0.40222588	-10.879252	-0.11971009	5.3582234	-8.298303	2.4037786	2.0590134	-9.701305	2.0494366	2.1930888	-9.624691	1.661576
1650882111.4252625	1	0.7134721	-10.453085	1.3359646	5.554548	-7.73806	1.1683705	2.705448	-10.041282	0.062249243	8.863335	-6.775591	-1.3551182
1650882121.424485	1	7.1395097	-4.9799395	-2.1499932	8.5473	-4.606444	-3.2225955	8.571242	-3.9312792	-4.3382936	6.631939	2.5474305	-0.04309563
1650882131.3694165	1	3.3135753	-6.943185	-4.381389	0.40701428	8.690952	4.759673	-0.8714894	-0.4309563	9.883265	2.9879637	-2.336741	2.767697
1650882141.3599162	1	7.953538	-4.9655743	10.884041	0.91458505	-3.8115692	8.930372	2.657564	-1.7860745	4.807557	3.9217024	-3.217807	1.2018893
1650882151.3680313	1	4.2425256	-0.9911995	-0.35913026	1.6376339	-0.038307227	6.8905125	-1.1492168	-4.510676	7.2831616	2.4756045	-3.0885203	5.530606
1650882161.315662	1	3.2561142	1.0342951	4.9943047	-11.152191	-29.1518	26.776752	1.5945383	-4.3143516	9.528923	6.2488666	-7.359776	9.002198
1650882171.2361326	1	2.657564	-2.4037786	7.9343843	9.150639	-0.521936	5.1571107	6.3206925	0.92895025	7.1155677	0.93852705	0.40701428	9.911995
1650882181.2562635	1	0.7613561	0.6991069	9.950302	0.7422025	0.7422025	9.9790325	0.7517793	1.1779473	9.873688	0.90500826	0.78529817	9.77792
1650882191.7532222	1	0.770933	0.58897364	9.902418	0.79008657	0.521936	9.888053	0.7613561	0.92416185	10.0508585	0.6991069	0.7230489	9.940725
1650882201.7054622	1	0.60812724	0.92895025	9.849746	2.6623523	0.08619126	6.7947445	-0.56982	-10.453085	-2.858677	-1.1587936	-9.730036	-2.9496565
1650882211.7110443	1	2.4277205	-9.586384	-2.3558946	3.371036	-9.346964	-2.3942018	3.3375173	-9.193734	-3.2848446	3.5769374	-9.016563	-3.107674
