1650883100.099605	1	-3.9312792	-9.251195	3.4332852	-6.3925185	-6.5265937	5.6790466	-4.903325	-7.4363904	-0.39743748	-4.3382936	-8.647857	4.074931
1650883108.8125389	1	-4.8506527	-7.9583263	4.6351743	-5.161899	-7.905654	3.5098996	-5.5737014	-1.2785037	8.236053	-5.7987566	-1.8674773	8.149862
1650883118.780238	1	-4.2760444	-5.506664	6.5122285	-3.9695864	-11.664551	3.4524388	-3.7924154	-4.8602295	7.8769236	-3.6391866	-0.41180268	9.064447
1650883128.7602296	1	-4.9320555	-7.85777	4.927267	-4.8027687	-7.728483	4.927267	-5.5018754	-9.241618	3.3614593	-5.353435	-8.418014	3.442862
1650883138.7376077	1	-4.8458643	-2.4277205	8.441956	-4.8937483	-2.6192567	8.178593	-4.927267	-2.9352913	8.1402855	-5.9759274	-4.3526587	7.0820484
1650883148.9227014	1	-5.3486466	-3.4859576	8.159439	-5.9280434	-6.26802	5.7269306	-5.544971	-7.4507556	4.3622355	-5.5018754	-7.97748	4.3143516
1650883158.6840527	1	-5.48751	-7.422025	5.391742	-5.0900726	-8.0684595	2.8778305	-5.7125654	-7.2831616	3.193865	-4.1132383	-9.016563	0.20111294
1650883168.9710474	1	-4.6591167	-9.744401	-0.6560113	-5.401319	-8.504205	2.9783869	-5.401319	-8.552089	3.1842883	-5.741296	-7.8865004	3.6535518
1650883179.1349344	1	-4.582502	-8.944737	3.0693667	-4.6016555	-8.207323	4.697424	-5.5641246	-8.1163435	4.405331	-5.5497594	-7.785944	4.1276035
1650883189.133365	1	-5.415684	-8.154651	4.003105	-5.21936	-8.078036	3.9504328	-5.5737014	-8.039729	3.5865142	-5.329493	-8.1881695	3.7588966
1650883199.046379	1	-5.3103395	-8.025364	3.691859	-5.439626	-8.159439	3.620033	-5.554548	-8.0684595	3.6391866	-5.410896	-8.145074	4.2042184
1650883208.7200258	1	-5.449203	-8.240842	3.8307228	-5.415684	-8.341399	3.5482068	-5.3103395	-8.207323	3.596091	-5.353435	-8.307879	3.5003228
1650883219.1649337	1	-5.3678	-8.288726	3.6248214	-5.305551	-8.418014	3.5625722	-5.3342814	-8.010999	3.4380736	-5.583278	-8.307879	3.1316159
1650883239.1400907	1	-5.4539914	-7.7811556	4.098873	-5.4061074	-7.9104424	4.0940847	-5.449203	-7.9104424	4.3239284	-5.3821654	-7.6470804	4.8698063
1650883249.1157174	1	-5.142745	-7.2113357	5.2863975	-5.0182467	-6.670246	6.157887	-5.133168	-6.646304	6.0860605	-5.0421886	-6.7229185	5.947197
1650883259.0829716	1	-5.0517654	-6.9048777	5.8322754	-5.1235914	-6.7612257	5.9280434	-5.2768207	-7.369353	5.104438	-5.1810527	-7.551312	5.2720323
1650883269.0713892	1	-5.2768207	-7.9343843	4.7261543	-5.1475334	-7.9008656	4.4484267	-5.2768207	-7.819463	4.367024	-5.0182467	-8.00621	4.3718123
1650883279.0440986	1	-5.080496	-7.967903	4.1180267	-5.4539914	-8.030152	4.0557775	-5.3007627	-8.2169	4.1659107	-4.7548847	-8.738836	4.232949
1650883289.5120614	1	-4.548983	-6.646304	6.291962	-4.5298295	-7.3071036	5.8801594	-4.414908	-6.9000893	6.531382	-4.6399627	-6.71813	7.038953
1650883298.9869406	1	-4.3143516	-7.273585	6.220136	-4.31914	-7.5321584	5.544971	-4.3861775	-7.8769236	5.544971	-4.2760444	-7.771579	5.3342814
1650883308.9538836	1	-4.4819455	-7.905654	5.0996494	-4.429273	-7.8050976	5.1906295	-4.5202527	-7.9583263	4.975151	-4.534618	-7.264008	5.8705826
1650883318.9350224	1	-4.4005427	-7.1873937	5.923255	-4.582502	-6.579266	6.5696893	-4.501099	-7.1251445	6.2105594	-4.5298295	-7.3166804	6.042965
